stateName,agencyName,year,totalSpending,prevTotalSpending,yoyPCT
Louisiana,National Science Foundation,2020,45225363,37149787,21.737879
Louisiana,National Science Foundation,2021,60226039,45225363,33.168724
Louisiana,National Science Foundation,2022,61580731,60226039,2.249346
Louisiana,National Science Foundation,2023,52044664,61580731,-15.485472
Louisiana,National Science Foundation,2024,84588074,52044664,62.529772
Louisiana,National Science Foundation,2025,82106797,84588074,-2.933365
Louisiana,Nuclear Regulatory Commission,2019,426248.95,NULL,NULL
Louisiana,Nuclear Regulatory Commission,2020,60000,426248.95,-85.923718
Louisiana,Nuclear Regulatory Commission,2021,12328.59,60000,-79.45235
Louisiana,Nuclear Regulatory Commission,2022,0,12328.59,-100
Louisiana,Nuclear Regulatory Commission,2023,530365,0,NULL
Louisiana,Nuclear Regulatory Commission,2024,500000,530365,-5.725302
Louisiana,Nuclear Regulatory Commission,2025,0,500000,-100
Louisiana,Pension Benefit Guaranty Corporation,2019,907000,NULL,NULL
Louisiana,Pension Benefit Guaranty Corporation,2020,874000,907000,-3.638368
Louisiana,Pension Benefit Guaranty Corporation,2021,830300,874000,-5
Louisiana,Pension Benefit Guaranty Corporation,2022,850300,830300,2.408767
Louisiana,Pension Benefit Guaranty Corporation,2023,895000,850300,5.256968
Louisiana,Pension Benefit Guaranty Corporation,2024,840000,895000,-6.145251
Louisiana,Pension Benefit Guaranty Corporation,2025,808100,840000,-3.797619
Louisiana,Railroad Retirement Board,2019,180288174.2,NULL,NULL
Louisiana,Railroad Retirement Board,2020,189460297,180288174.2,5.087478
Louisiana,Railroad Retirement Board,2021,189112547.9,189460297,-0.183547
Louisiana,Railroad Retirement Board,2022,188701129.9,189112547.9,-0.217551
Louisiana,Railroad Retirement Board,2023,196099051.6,188701129.9,3.920443
Louisiana,Railroad Retirement Board,2024,199509682.9,196099051.6,1.739239
Louisiana,Railroad Retirement Board,2025,201364006.7,199509682.9,0.92944
Louisiana,Small Business Administration,2019,886215.41,NULL,NULL
Louisiana,Small Business Administration,2020,8415826602,886215.41,949536.6806
Louisiana,Small Business Administration,2021,5778298574,8415826602,-31.340094
Louisiana,Small Business Administration,2022,278507618.6,5778298574,-95.18011
Louisiana,Small Business Administration,2023,0,278507618.6,-100
Louisiana,Small Business Administration,2024,10667940.05,0,NULL
Louisiana,Small Business Administration,2025,0,10667940.05,-100
Louisiana,Social Security Administration,2019,15022956161,NULL,NULL
Louisiana,Social Security Administration,2020,15640440448,15022956161,4.110271
Louisiana,Social Security Administration,2021,16047676528,15640440448,2.603737
Louisiana,Social Security Administration,2022,17123803649,16047676528,6.705812
Louisiana,Social Security Administration,2023,18762747318,17123803649,9.571142
Louisiana,Social Security Administration,2024,19867249370,18762747318,5.886675
Louisiana,Social Security Administration,2025,21668604578,19867249370,9.066958
Louisiana,U.S. Agency for Global Media,2022,27568.88,NULL,NULL
Louisiana,U.S. Agency for Global Media,2023,9300,27568.88,-66.266311
Louisiana,U.S. Agency for Global Media,2025,0,9300,-100
Louisiana,United States Chemical Safety Board,2020,32114.32,NULL,NULL
Louisiana,United States Trade and Development Agency,2019,24000,NULL,NULL
Louisiana,United States Trade and Development Agency,2020,30000,24000,25
Louisiana,United States Trade and Development Agency,2021,0,30000,-100
Louisiana,United States Trade and Development Agency,2022,66000,0,NULL
Maine,Consumer Product Safety Commission,2018,30,NULL,NULL
Maine,Consumer Product Safety Commission,2019,100,30,233.333333
Maine,Corporation for National and Community Service,2018,6240422.74,NULL,NULL
Maine,Corporation for National and Community Service,2019,4780426.46,6240422.74,-23.395791
Maine,Corporation for National and Community Service,2020,4501150.94,4780426.46,-5.842062
Maine,Corporation for National and Community Service,2021,6055896.17,4501150.94,34.541059
Maine,Corporation for National and Community Service,2022,6302953.45,6055896.17,4.079615
Maine,Corporation for National and Community Service,2023,10000177.49,6302953.45,58.658596
Maine,Corporation for National and Community Service,2024,3711835.68,10000177.49,-62.882302
Maine,Corporation for National and Community Service,2025,5355033.9,3711835.68,44.269153
Maine,Department of Agriculture,2024,6397.21,NULL,NULL
Maine,Department of Education,2018,290040379.4,NULL,NULL
Maine,Department of Education,2019,298284598.4,290040379.4,2.842438
Maine,Department of Education,2020,412251994.1,298284598.4,38.207603
Maine,Department of Education,2021,1121907585,412251994.1,172.141214
Maine,Department of Education,2022,318968120,1121907585,-71.569127
Maine,Department of Education,2023,340551281.7,318968120,6.766557
Maine,Department of Education,2024,346731995.2,340551281.7,1.814914
Maine,Department of Education,2025,335570400.4,346731995.2,-3.219084
Maine,Department of Energy,2018,9410551.12,NULL,NULL
Maine,Department of Energy,2019,5451359.84,9410551.12,-42.071832
Maine,Department of Energy,2020,14692635,5451359.84,169.522383
Maine,Department of Energy,2021,27265599,14692635,85.573241
Maine,Department of Energy,2022,12415429.49,27265599,-54.464857
Maine,Department of Energy,2023,44533694.03,12415429.49,258.696362
Maine,Department of Energy,2024,89163709.53,44533694.03,100.216288
Maine,Department of Energy,2025,114652400.9,89163709.53,28.586396
Maine,Department of Housing and Urban Development,2019,24600,NULL,NULL
Maine,Department of State,2018,1281784.68,NULL,NULL
Maine,Department of State,2019,86931.8,1281784.68,-93.217909
Maine,Department of State,2020,299971,86931.8,245.064751
Maine,Department of State,2021,52241.69,299971,-82.584419
Maine,Department of State,2022,31242.43,52241.69,-40.196364
Maine,Department of State,2023,126342.68,31242.43,304.394536
Maine,Department of State,2024,4647.58,126342.68,-96.321448
Maine,Department of Veterans Affairs,2018,43028538.93,NULL,NULL
Maine,Department of Veterans Affairs,2019,40547004.78,43028538.93,-5.767181
Maine,Department of Veterans Affairs,2020,32882891.41,40547004.78,-18.901799
Maine,Department of Veterans Affairs,2021,32940584.51,32882891.41,0.17545
Maine,Department of Veterans Affairs,2022,45861489.78,32940584.51,39.224881
Maine,Department of Veterans Affairs,2023,42514813.45,45861489.78,-7.297356
Maine,Department of Veterans Affairs,2024,45410236.01,42514813.45,6.810385
Maine,Department of Veterans Affairs,2025,39309219.04,45410236.01,-13.435334
Maine,Election Assistance Commission,2018,3130979,NULL,NULL
Maine,Election Assistance Commission,2020,6812591,3130979,117.586607
Maine,Election Assistance Commission,2021,0,6812591,-100
Maine,Election Assistance Commission,2022,1000000,0,NULL
Maine,Election Assistance Commission,2023,1000000,1000000,0
Maine,Election Assistance Commission,2024,1010000,1000000,1
Maine,Environmental Protection Agency,2018,45732444.43,NULL,NULL
Maine,Environmental Protection Agency,2019,48819288,45732444.43,6.749789
Maine,Environmental Protection Agency,2020,41876795.32,48819288,-14.220798
Maine,Environmental Protection Agency,2021,45767187.36,41876795.32,9.29009
Maine,Environmental Protection Agency,2022,100428352,45767187.36,119.433086
Maine,Environmental Protection Agency,2023,155095733.3,100428352,54.434211
Maine,Environmental Protection Agency,2024,231318801.2,155095733.3,49.145818
Maine,Environmental Protection Agency,2025,203434709.1,231318801.2,-12.054399
Maine,Equal Employment Opportunity Commission,2018,259700,NULL,NULL
Maine,Equal Employment Opportunity Commission,2019,266200,259700,2.502887
Maine,Equal Employment Opportunity Commission,2020,237000,266200,-10.969196
Maine,Equal Employment Opportunity Commission,2021,241800,237000,2.025316
Maine,Equal Employment Opportunity Commission,2022,254400,241800,5.210918
Maine,Equal Employment Opportunity Commission,2023,208950,254400,-17.865566
Maine,Equal Employment Opportunity Commission,2024,222620,208950,6.542234
Maine,Equal Employment Opportunity Commission,2025,236550,222620,6.257299
Maine,Executive Office of the President,2025,4641398,NULL,NULL
Maine,Export-Import Bank of the United States,2018,0,NULL,NULL
Maine,Export-Import Bank of the United States,2019,0,0,NULL
Maine,Export-Import Bank of the United States,2020,0,0,NULL
Maine,Export-Import Bank of the United States,2021,0,0,NULL
Maine,Export-Import Bank of the United States,2022,0,0,NULL
Maine,Export-Import Bank of the United States,2023,0,0,NULL
Maine,Export-Import Bank of the United States,2024,0,0,NULL
Maine,Export-Import Bank of the United States,2025,0,0,NULL
Maine,Federal Communications Commission,2020,209718944.8,NULL,NULL
Maine,Federal Communications Commission,2021,42417150.99,209718944.8,-79.774287
Maine,Federal Communications Commission,2022,78816565.7,42417150.99,85.812964
Maine,Federal Communications Commission,2023,372374589.2,78816565.7,372.457263
Maine,Federal Communications Commission,2024,115441256.8,372374589.2,-68.998621
Maine,Federal Communications Commission,2025,14768153.5,115441256.8,-87.207213
Maine,Federal Mediation and Conciliation Service,2022,10063.2,NULL,NULL
Maine,Federal Mediation and Conciliation Service,2024,10254.8,10063.2,1.903966
Maine,Federal Mediation and Conciliation Service,2025,13754.8,10254.8,34.130358
Maine,Federal Trade Commission,2019,0,NULL,NULL
Maine,Institute of Museum and Library Services,2019,2075680.61,NULL,NULL
Maine,Institute of Museum and Library Services,2020,1597863,2075680.61,-23.019804
Maine,Institute of Museum and Library Services,2021,4598599.91,1597863,187.796883
Maine,Institute of Museum and Library Services,2022,1781402.37,4598599.91,-61.26207
Maine,Institute of Museum and Library Services,2023,1807114.2,1781402.37,1.443347
Maine,Institute of Museum and Library Services,2024,1821245.66,1807114.2,0.78199
Maine,Institute of Museum and Library Services,2025,2484239.99,1821245.66,36.403344
Maine,National Aeronautics and Space Administration,2019,5664327.66,NULL,NULL
Maine,National Aeronautics and Space Administration,2020,7339157.64,5664327.66,29.568027
Maine,National Aeronautics and Space Administration,2021,11342499.8,7339157.64,54.547706
Maine,National Aeronautics and Space Administration,2022,14008616.43,11342499.8,23.505547
Maine,National Aeronautics and Space Administration,2023,17398185.93,14008616.43,24.196318
Maine,National Aeronautics and Space Administration,2024,8154925.41,17398185.93,-53.127725
Maine,National Aeronautics and Space Administration,2025,8131444.93,8154925.41,-0.28793
Maine,National Credit Union Administration,2019,73670,NULL,NULL
Maine,National Credit Union Administration,2020,22400,73670,-69.594136
Maine,National Credit Union Administration,2021,0,22400,-100
Maine,National Credit Union Administration,2022,0,0,NULL
Maine,National Credit Union Administration,2023,21611.6,0,NULL
Maine,National Credit Union Administration,2025,0,21611.6,-100
Maine,National Endowment for the Arts,2019,1136500,NULL,NULL
Maine,National Endowment for the Arts,2020,1885042.48,1136500,65.863834
Maine,National Endowment for the Arts,2021,2064600,1885042.48,9.525383
Maine,National Endowment for the Arts,2022,2287500,2064600,10.79628
Maine,National Endowment for the Arts,2023,1433177.12,2287500,-37.347448
Maine,National Endowment for the Arts,2024,1539525,1433177.12,7.420428
Maine,National Endowment for the Arts,2025,1289738.8,1539525,-16.224887
Maine,National Endowment for the Humanities,2019,1194666.4,NULL,NULL
Maine,National Endowment for the Humanities,2020,2917080,1194666.4,144.175277
Maine,National Endowment for the Humanities,2021,2207973.99,2917080,-24.308761
Maine,National Endowment for the Humanities,2022,1540696,2207973.99,-30.221279
Maine,National Endowment for the Humanities,2023,2278014.45,1540696,47.856192
Maine,National Endowment for the Humanities,2024,2673156.62,2278014.45,17.345902
Maine,National Endowment for the Humanities,2025,571657.47,2673156.62,-78.61489
Maine,National Science Foundation,2019,23727784,NULL,NULL
Maine,National Science Foundation,2020,33369759.15,23727784,40.635801
Maine,National Science Foundation,2021,24949751,33369759.15,-25.232451
Maine,National Science Foundation,2022,41486591.07,24949751,66.280581
Maine,National Science Foundation,2023,33949715.82,41486591.07,-18.167015
Maine,National Science Foundation,2024,31225789.14,33949715.82,-8.023415
Maine,National Science Foundation,2025,29950879,31225789.14,-4.082875
Maine,Nuclear Regulatory Commission,2023,575000,NULL,NULL
Maine,Nuclear Regulatory Commission,2024,4159.52,575000,-99.276605
Maine,Railroad Retirement Board,2019,50472297.8,NULL,NULL
Maine,Railroad Retirement Board,2020,50561434.59,50472297.8,0.176605
Maine,Railroad Retirement Board,2021,49892841.01,50561434.59,-1.322339
Maine,Railroad Retirement Board,2022,50935522.86,49892841.01,2.089842
Maine,Railroad Retirement Board,2023,52352298.98,50935522.86,2.781508
Maine,Railroad Retirement Board,2024,52709728.18,52352298.98,0.682738
Maine,Railroad Retirement Board,2025,52682838.13,52709728.18,-0.051015
Maine,Small Business Administration,2019,1257371,NULL,NULL
Maine,Small Business Administration,2020,2441174169,1257371,194049.0753
Maine,Small Business Administration,2021,1240428925,2441174169,-49.1872
Maine,Small Business Administration,2022,56905957.73,1240428925,-95.412396
Maine,Small Business Administration,2023,4670383.71,56905957.73,-91.792803
Maine,Small Business Administration,2024,14125630.29,4670383.71,202.451172
Maine,Small Business Administration,2025,3214669.52,14125630.29,-77.242293
Maine,Social Security Administration,2019,5636620911,NULL,NULL
Maine,Social Security Administration,2020,5914401151,5636620911,4.928134
Maine,Social Security Administration,2021,6160834667,5914401151,4.166668
Maine,Social Security Administration,2022,6643910832,6160834667,7.841083
Maine,Social Security Administration,2023,7379567371,6643910832,11.072643
Maine,Social Security Administration,2024,7945955924,7379567371,7.675091
Maine,Social Security Administration,2025,8680288802,7945955924,9.241592
Maryland,Agency for International Development,2018,248913412.2,NULL,NULL
Maryland,Agency for International Development,2019,153917167.2,248913412.2,-38.164373
Maryland,Agency for International Development,2020,273162500.8,153917167.2,77.473706
Maryland,Agency for International Development,2021,174389940.3,273162500.8,-36.158901
Maryland,Agency for International Development,2022,288417936.1,174389940.3,65.386796
Maryland,Agency for International Development,2023,283504650.2,288417936.1,-1.703529
Maryland,Agency for International Development,2024,362707426.3,283504650.2,27.937028
Maryland,Agency for International Development,2025,220276922.3,362707426.3,-39.268703
Maryland,Appalachian Regional Commission,2019,400000,NULL,NULL
Maryland,Appalachian Regional Commission,2020,589600,400000,47.4
Maryland,Appalachian Regional Commission,2021,161000,589600,-72.693351
Maryland,Appalachian Regional Commission,2022,2298910,161000,1327.894409
Maryland,Appalachian Regional Commission,2023,3562999,2298910,54.98645
Maryland,Appalachian Regional Commission,2024,4247683,3562999,19.216508
Maryland,Appalachian Regional Commission,2025,5295969,4247683,24.679007
Maryland,Commodity Futures Trading Commission,2018,1747973,NULL,NULL
Maryland,Commodity Futures Trading Commission,2019,1792089.2,1747973,2.523849
Maryland,Commodity Futures Trading Commission,2020,1980942.68,1792089.2,10.538174
Maryland,Commodity Futures Trading Commission,2021,2069397.01,1980942.68,4.465264
Maryland,Commodity Futures Trading Commission,2022,2558842.92,2069397.01,23.651619
Maryland,Commodity Futures Trading Commission,2023,1081575.92,2558842.92,-57.731836
Maryland,Commodity Futures Trading Commission,2024,1411210.19,1081575.92,30.477219
Maryland,Commodity Futures Trading Commission,2025,579623.44,1411210.19,-58.927207
Maryland,Consumer Financial Protection Bureau,2018,2333769.14,NULL,NULL
Maryland,Consumer Financial Protection Bureau,2019,1489520.5,2333769.14,-36.175327
Maryland,Consumer Financial Protection Bureau,2020,4119650.71,1489520.5,176.57563
Maryland,Consumer Financial Protection Bureau,2021,5639618.89,4119650.71,36.895559
Maryland,Consumer Financial Protection Bureau,2022,2926233.62,5639618.89,-48.112919
Maryland,Consumer Financial Protection Bureau,2023,8767830.42,2926233.62,199.628517
Maryland,Consumer Financial Protection Bureau,2024,9630540.92,8767830.42,9.839498
Maryland,Consumer Financial Protection Bureau,2025,887205.12,9630540.92,-90.787587
Maryland,Consumer Product Safety Commission,2018,21094124.03,NULL,NULL
Maryland,Consumer Product Safety Commission,2019,20792661.74,21094124.03,-1.429129
Maryland,Consumer Product Safety Commission,2020,21304629.17,20792661.74,2.46225
Maryland,Consumer Product Safety Commission,2021,24587936.47,21304629.17,15.411238
Maryland,Consumer Product Safety Commission,2022,28121239.75,24587936.47,14.370068
Maryland,Consumer Product Safety Commission,2023,25431875.55,28121239.75,-9.563462
Maryland,Consumer Product Safety Commission,2024,20596753.12,25431875.55,-19.012056
Maryland,Consumer Product Safety Commission,2025,22409875,20596753.12,8.80295
Maryland,Corporation for National and Community Service,2018,34704427.91,NULL,NULL
Maryland,Corporation for National and Community Service,2019,20892666.86,34704427.91,-39.798267
Maryland,Corporation for National and Community Service,2020,11532249.35,20892666.86,-44.802406
Maryland,Corporation for National and Community Service,2021,21891226.6,11532249.35,89.826164
Maryland,Corporation for National and Community Service,2022,28390539.28,21891226.6,29.68912
Maryland,Corporation for National and Community Service,2023,20818444.54,28390539.28,-26.67119
Maryland,Corporation for National and Community Service,2024,17004155.1,20818444.54,-18.321683
Maryland,Corporation for National and Community Service,2025,8818019.93,17004155.1,-48.141969
Maryland,Court Services and Offender Supervision Agency,2018,477277.12,NULL,NULL
Maryland,Court Services and Offender Supervision Agency,2019,269160.74,477277.12,-43.604935
Maryland,Court Services and Offender Supervision Agency,2020,188792.26,269160.74,-29.858916
Maryland,Court Services and Offender Supervision Agency,2021,188971.42,188792.26,0.094897
Maryland,Court Services and Offender Supervision Agency,2022,91993.94,188971.42,-51.318596
Maryland,Court Services and Offender Supervision Agency,2023,3093891.56,91993.94,3263.147137
Maryland,Court Services and Offender Supervision Agency,2024,4160478.05,3093891.56,34.473945
Maryland,Court Services and Offender Supervision Agency,2025,1690964.53,4160478.05,-59.356484
Maryland,Defense Nuclear Facilities Safety Board,2018,11741.42,NULL,NULL
Maryland,Defense Nuclear Facilities Safety Board,2021,25548,11741.42,117.588673
Maryland,Defense Nuclear Facilities Safety Board,2022,25548,25548,0
Maryland,Defense Nuclear Facilities Safety Board,2023,634996.9,25548,2385.505323
Maryland,Defense Nuclear Facilities Safety Board,2024,476389.65,634996.9,-24.977641
Maryland,Defense Nuclear Facilities Safety Board,2025,595125.16,476389.65,24.924032
Maryland,Department of Agriculture,2024,3901.04,NULL,NULL
Maryland,Department of Education,2018,1309700540,NULL,NULL
Maryland,Department of Education,2019,1289696702,1309700540,-1.527359
Maryland,Department of Education,2020,1707440839,1289696702,32.390882
Maryland,Department of Education,2021,4553425011,1707440839,166.681275
Maryland,Department of Education,2022,2067485742,4553425011,-54.594931
Maryland,Department of Education,2023,1420807687,2067485742,-31.278477
Maryland,Department of Education,2024,1562790059,1420807687,9.993074
Maryland,Department of Education,2025,1575306679,1562790059,0.800914
Maryland,Department of Energy,2018,361393080.6,NULL,NULL
Maryland,Department of Energy,2019,206585102.5,361393080.6,-42.836453
Maryland,Department of Energy,2020,169393360.6,206585102.5,-18.003109
Maryland,Department of Energy,2021,212473120.8,169393360.6,25.431787
Maryland,Department of Energy,2022,138769355.9,212473120.8,-34.688512
Maryland,Department of Energy,2023,362211148.8,138769355.9,161.016667
Maryland,Department of Energy,2024,304324187.1,362211148.8,-15.981551
Maryland,Department of Energy,2025,1033464527,304324187.1,239.593292
Maryland,Department of Homeland Security,2018,1818454,NULL,NULL
Maryland,Department of Homeland Security,2019,5381846,1818454,195.957225
Maryland,Department of Housing and Urban Development,2018,65618818.4,NULL,NULL
Maryland,Department of Housing and Urban Development,2019,76834146.81,65618818.4,17.091634
Maryland,Department of Housing and Urban Development,2020,65156373.76,76834146.81,-15.198676
Maryland,Department of Housing and Urban Development,2021,80916240.1,65156373.76,24.187758
Maryland,Department of Housing and Urban Development,2022,69715829.71,80916240.1,-13.84198
Maryland,Department of Housing and Urban Development,2023,84987276.38,69715829.71,21.905278
Maryland,Department of Housing and Urban Development,2024,60018674.91,84987276.38,-29.379223
Maryland,Department of Housing and Urban Development,2025,43180335.33,60018674.91,-28.055167
Maryland,Department of State,2018,111620902.9,NULL,NULL
Maryland,Department of State,2019,147195553.2,111620902.9,31.870957
Maryland,Department of State,2020,182263925,147195553.2,23.824341
Maryland,Department of State,2021,139345047.2,182263925,-23.547653
Maryland,Department of State,2022,173804102.5,139345047.2,24.7293
Maryland,Department of State,2023,212539201,173804102.5,22.286642
Maryland,Department of State,2024,166282223.3,212539201,-21.763974
Maryland,Department of State,2025,156806415.9,166282223.3,-5.698629
Maryland,Department of Veterans Affairs,2018,480768672.2,NULL,NULL
Maryland,Department of Veterans Affairs,2019,504751283.2,480768672.2,4.988388
Maryland,Department of Veterans Affairs,2020,1512182920,504751283.2,199.589712
Maryland,Department of Veterans Affairs,2021,3361077205,1512182920,122.266576
Maryland,Department of Veterans Affairs,2022,5685000054,3361077205,69.142203
Maryland,Department of Veterans Affairs,2023,699581337.3,5685000054,-87.694259
Maryland,Department of Veterans Affairs,2024,6503677068,699581337.3,829.652739
Maryland,Department of Veterans Affairs,2025,1942574236,6503677068,-70.131139
Maryland,Election Assistance Commission,2018,7063699,NULL,NULL
Maryland,Election Assistance Commission,2020,15398881,7063699,118.000243
Maryland,Election Assistance Commission,2021,0,15398881,-100
Maryland,Election Assistance Commission,2022,1226483,0,NULL
Maryland,Election Assistance Commission,2023,1226483,1226483,0
Maryland,Election Assistance Commission,2024,1078521,1226483,-12.063925
Maryland,Election Assistance Commission,2025,272727,1078521,-74.71287
Maryland,Environmental Protection Agency,2018,147749349,NULL,NULL
Maryland,Environmental Protection Agency,2019,156009801.4,147749349,5.590855
Maryland,Environmental Protection Agency,2020,132357305.4,156009801.4,-15.160903
Maryland,Environmental Protection Agency,2021,143212780.1,132357305.4,8.201643
Maryland,Environmental Protection Agency,2022,213509505,143212780.1,49.08551
Maryland,Environmental Protection Agency,2023,375695646.2,213509505,75.962023
Maryland,Environmental Protection Agency,2024,9473093896,375695646.2,2421.480882
Maryland,Environmental Protection Agency,2025,515542496.6,9473093896,-94.557823
Maryland,Equal Employment Opportunity Commission,2018,1241965.59,NULL,NULL
Maryland,Equal Employment Opportunity Commission,2019,1819472.93,1241965.59,46.499463
Maryland,Equal Employment Opportunity Commission,2020,4399661.58,1819472.93,141.809675
Maryland,Equal Employment Opportunity Commission,2021,3845286.34,4399661.58,-12.600406
Maryland,Equal Employment Opportunity Commission,2022,4983146.25,3845286.34,29.591031
Maryland,Equal Employment Opportunity Commission,2023,3499352.52,4983146.25,-29.776242
Maryland,Equal Employment Opportunity Commission,2024,4253433.52,3499352.52,21.549157
Maryland,Equal Employment Opportunity Commission,2025,4510247.44,4253433.52,6.037802
Maryland,Executive Office of the President,2018,1251603.86,NULL,NULL
Maryland,Executive Office of the President,2019,2626885,1251603.86,109.881503
Maryland,Executive Office of the President,2020,838577.9,2626885,-68.077098
Maryland,Executive Office of the President,2021,843997.12,838577.9,0.646239
Maryland,Executive Office of the President,2022,0,843997.12,-100
Maryland,Executive Office of the President,2023,579690.31,0,NULL
Maryland,Executive Office of the President,2024,601891.19,579690.31,3.829782
Maryland,Executive Office of the President,2025,4493188.55,601891.19,646.511765
Maryland,Export-Import Bank of the United States,2018,489191.9,NULL,NULL
Maryland,Export-Import Bank of the United States,2019,3096501.53,489191.9,532.982992
Maryland,Export-Import Bank of the United States,2020,0,3096501.53,-100
Maryland,Export-Import Bank of the United States,2021,8389.25,0,NULL
Maryland,Export-Import Bank of the United States,2022,2964203.21,8389.25,35233.35173
Maryland,Export-Import Bank of the United States,2023,1222355.12,2964203.21,-58.762775
Maryland,Export-Import Bank of the United States,2024,2940527.66,1222355.12,140.562469
Maryland,Export-Import Bank of the United States,2025,5106803.82,2940527.66,73.66964
Maryland,Federal Communications Commission,2018,11591854.19,NULL,NULL
Maryland,Federal Communications Commission,2019,8243254.14,11591854.19,-28.887527
Maryland,Federal Communications Commission,2020,75027542.42,8243254.14,810.168983
Maryland,Federal Communications Commission,2021,40710116.05,75027542.42,-45.739771
Maryland,Federal Communications Commission,2022,245075923.3,40710116.05,502.002516
Maryland,Federal Communications Commission,2023,171243137.3,245075923.3,-30.126495
Maryland,Federal Communications Commission,2024,95458039.1,171243137.3,-44.255845
Maryland,Federal Communications Commission,2025,66617097.94,95458039.1,-30.213213
Maryland,Federal Election Commission,2018,777853.17,NULL,NULL
Maryland,Federal Election Commission,2019,0,777853.17,-100
Maryland,Federal Election Commission,2020,88692.21,0,NULL
Maryland,Federal Election Commission,2021,5000,88692.21,-94.362526
Maryland,Federal Election Commission,2022,85869.57,5000,1617.3914
Maryland,Federal Election Commission,2023,317252.12,85869.57,269.458144
Maryland,Federal Election Commission,2024,301734.41,317252.12,-4.891286
Maryland,Federal Election Commission,2025,251833.51,301734.41,-16.53802
Maryland,Federal Labor Relations Authority,2022,4799.79,NULL,NULL
Maryland,Federal Labor Relations Authority,2023,0,4799.79,-100
Maryland,Federal Maritime Commission,2018,0,NULL,NULL
Maryland,Federal Maritime Commission,2023,98600,0,NULL
Maryland,Federal Mediation and Conciliation Service,2018,1364044.8,NULL,NULL
Maryland,Federal Mediation and Conciliation Service,2019,951153.53,1364044.8,-30.269626
Maryland,Federal Mediation and Conciliation Service,2020,1230023.16,951153.53,29.319097
Maryland,Federal Mediation and Conciliation Service,2021,946493.91,1230023.16,-23.050724
Maryland,Federal Mediation and Conciliation Service,2022,1665654.99,946493.91,75.981585
Maryland,Federal Mediation and Conciliation Service,2023,614810.79,1665654.99,-63.088947
Maryland,Federal Mediation and Conciliation Service,2024,519159.68,614810.79,-15.557812
Maryland,Federal Mediation and Conciliation Service,2025,223076.53,519159.68,-57.031229
Maryland,Federal Trade Commission,2019,6613584.37,NULL,NULL
Maryland,Federal Trade Commission,2020,17329086.94,6613584.37,162.022618
Maryland,Federal Trade Commission,2021,1035121.85,17329086.94,-94.026679
Maryland,Federal Trade Commission,2022,0,1035121.85,-100
Maryland,Federal Trade Commission,2023,965713.76,0,NULL
Maryland,Federal Trade Commission,2024,0,965713.76,-100
Maryland,Federal Trade Commission,2025,422686.27,0,NULL
Maryland,Institute of Museum and Library Services,2019,4402515.6,NULL,NULL
Maryland,Institute of Museum and Library Services,2020,5850336.93,4402515.6,32.886228
Maryland,Institute of Museum and Library Services,2021,7781989.9,5850336.93,33.017807
Maryland,Institute of Museum and Library Services,2022,7471465.06,7781989.9,-3.990301
Maryland,Institute of Museum and Library Services,2023,4230126.55,7471465.06,-43.382903
Maryland,Institute of Museum and Library Services,2024,6007456.23,4230126.55,42.015993
Maryland,Institute of Museum and Library Services,2025,3482451.18,6007456.23,-42.031185
Maryland,International Trade Commission,2019,0,NULL,NULL
Maryland,International Trade Commission,2020,10000,0,NULL
Maryland,International Trade Commission,2021,60888.88,10000,508.8888
Maryland,International Trade Commission,2022,16992,60888.88,-72.093426
Maryland,International Trade Commission,2023,127917.55,16992,652.81044
Maryland,International Trade Commission,2024,31551.95,127917.55,-75.33415
Maryland,International Trade Commission,2025,9748.95,31551.95,-69.101909
Maryland,John F. Kennedy Center for the Performing Arts,2019,428403.01,NULL,NULL
Maryland,Marine Mammal Commission,2019,423677.56,NULL,NULL
Maryland,Marine Mammal Commission,2020,62550,423677.56,-85.236414
Maryland,Millennium Challenge Corporation,2019,0,NULL,NULL
Maryland,Millennium Challenge Corporation,2020,1038470.64,0,NULL
Maryland,Millennium Challenge Corporation,2021,1165356.08,1038470.64,12.21849
Maryland,Millennium Challenge Corporation,2022,1243832.96,1165356.08,6.734154
Maryland,Millennium Challenge Corporation,2023,1755529.36,1243832.96,41.138675
Maryland,Millennium Challenge Corporation,2024,1895537.2,1755529.36,7.975249
Maryland,Millennium Challenge Corporation,2025,0,1895537.2,-100
Maryland,National Aeronautics and Space Administration,2019,1692864865,NULL,NULL
Maryland,National Aeronautics and Space Administration,2020,1918895485,1692864865,13.351958
Maryland,National Aeronautics and Space Administration,2021,1770529181,1918895485,-7.731859
Maryland,National Aeronautics and Space Administration,2022,2103266926,1770529181,18.793124
Maryland,National Aeronautics and Space Administration,2023,2348756411,2103266926,11.671817
Maryland,National Aeronautics and Space Administration,2024,2099640685,2348756411,-10.606281
Maryland,National Aeronautics and Space Administration,2025,2110301329,2099640685,0.507736
Maryland,National Archives and Records Administration,2019,62265837.68,NULL,NULL
Maryland,National Archives and Records Administration,2020,77396377.1,62265837.68,24.299905
Maryland,National Archives and Records Administration,2021,96818113.91,77396377.1,25.093857
Maryland,National Archives and Records Administration,2022,97231906.58,96818113.91,0.427391
Maryland,National Archives and Records Administration,2023,93179286.68,97231906.58,-4.167993
Maryland,National Archives and Records Administration,2024,99657069.05,93179286.68,6.951955
Maryland,National Archives and Records Administration,2025,85286074.33,99657069.05,-14.420446
Maryland,National Credit Union Administration,2019,54600,NULL,NULL
