stateName,agencyName,year,totalSpending,prevTotalSpending,yoyPCT
South Dakota,Small Business Administration,2023,0,41035471.11,-100
South Dakota,Small Business Administration,2024,3322279.48,0,NULL
South Dakota,Small Business Administration,2025,1403657.55,3322279.48,-57.750166
South Dakota,Social Security Administration,2019,2897523902,NULL,NULL
South Dakota,Social Security Administration,2020,3100490241,2897523902,7.00482
South Dakota,Social Security Administration,2021,3238465587,3100490241,4.450113
South Dakota,Social Security Administration,2022,3522178821,3238465587,8.76073
South Dakota,Social Security Administration,2023,3937982229,3522178821,11.805289
South Dakota,Social Security Administration,2024,4255977515,3937982229,8.075081
South Dakota,Social Security Administration,2025,4607007097,4255977515,8.247919
South Dakota,U.S. Agency for Global Media,2019,409812.2,NULL,NULL
South Dakota,U.S. Agency for Global Media,2020,25074,409812.2,-93.881587
South Dakota,U.S. Agency for Global Media,2022,10831.31,25074,-56.802624
South Dakota,U.S. Agency for Global Media,2023,17850.49,10831.31,64.804534
South Dakota,U.S. Agency for Global Media,2024,296340,17850.49,1560.122495
South Dakota,U.S. International Development Finance Corporation,2021,311028.31,NULL,NULL
South Dakota,U.S. International Development Finance Corporation,2022,94603.55,311028.31,-69.58362
South Dakota,U.S. International Development Finance Corporation,2023,100771.07,94603.55,6.519332
South Dakota,U.S. International Development Finance Corporation,2024,107131.73,100771.07,6.31199
South Dakota,U.S. International Development Finance Corporation,2025,113921.06,107131.73,6.337366
South Dakota,United States Trade and Development Agency,2023,299757.44,NULL,NULL
South Dakota,United States Trade and Development Agency,2024,65771.76,299757.44,-78.058339
South Dakota,United States Trade and Development Agency,2025,601048.36,65771.76,813.839556
Tennessee,Agency for International Development,2018,750000,NULL,NULL
Tennessee,Agency for International Development,2019,233092,750000,-68.921066
Tennessee,Agency for International Development,2022,175684,233092,-24.628901
Tennessee,Agency for International Development,2023,1663165,175684,846.679834
Tennessee,Agency for International Development,2024,4649793,1663165,179.574967
Tennessee,Agency for International Development,2025,0,4649793,-100
Tennessee,Appalachian Regional Commission,2019,8463612,NULL,NULL
Tennessee,Appalachian Regional Commission,2020,8088496,8463612,-4.432102
Tennessee,Appalachian Regional Commission,2021,5169649,8088496,-36.086399
Tennessee,Appalachian Regional Commission,2022,18517728,5169649,258.200875
Tennessee,Appalachian Regional Commission,2023,25404505,18517728,37.190183
Tennessee,Appalachian Regional Commission,2024,12143318,25404505,-52.200139
Tennessee,Appalachian Regional Commission,2025,12204938,12143318,0.507439
Tennessee,Commodity Futures Trading Commission,2018,33944.03,NULL,NULL
Tennessee,Commodity Futures Trading Commission,2019,1183.4,33944.03,-96.513672
Tennessee,Commodity Futures Trading Commission,2020,0,1183.4,-100
Tennessee,Commodity Futures Trading Commission,2021,118752.83,0,NULL
Tennessee,Commodity Futures Trading Commission,2022,120363.42,118752.83,1.356253
Tennessee,Commodity Futures Trading Commission,2023,124456.7,120363.42,3.400767
Tennessee,Consumer Financial Protection Bureau,2018,28806,NULL,NULL
Tennessee,Consumer Financial Protection Bureau,2019,0,28806,-100
Tennessee,Consumer Product Safety Commission,2018,107927.29,NULL,NULL
Tennessee,Consumer Product Safety Commission,2019,76140.14,107927.29,-29.452374
Tennessee,Consumer Product Safety Commission,2020,160412.36,76140.14,110.680411
Tennessee,Consumer Product Safety Commission,2021,111696.87,160412.36,-30.368912
Tennessee,Consumer Product Safety Commission,2022,162914,111696.87,45.853684
Tennessee,Consumer Product Safety Commission,2023,111480.85,162914,-31.570736
Tennessee,Consumer Product Safety Commission,2024,444557.3,111480.85,298.774587
Tennessee,Consumer Product Safety Commission,2025,155936.45,444557.3,-64.923205
Tennessee,Corporation for National and Community Service,2018,12188701.17,NULL,NULL
Tennessee,Corporation for National and Community Service,2019,11460334.71,12188701.17,-5.975751
Tennessee,Corporation for National and Community Service,2020,11402510.41,11460334.71,-0.50456
Tennessee,Corporation for National and Community Service,2021,15819639.9,11402510.41,38.738219
Tennessee,Corporation for National and Community Service,2022,10656856.89,15819639.9,-32.635275
Tennessee,Corporation for National and Community Service,2023,15751085.58,10656856.89,47.802356
Tennessee,Corporation for National and Community Service,2024,10032164.13,15751085.58,-36.308109
Tennessee,Corporation for National and Community Service,2025,10114533.85,10032164.13,0.821056
Tennessee,Court Services and Offender Supervision Agency,2018,6400,NULL,NULL
Tennessee,Court Services and Offender Supervision Agency,2019,6631,6400,3.609375
Tennessee,Court Services and Offender Supervision Agency,2020,0,6631,-100
Tennessee,Court Services and Offender Supervision Agency,2023,0,0,NULL
Tennessee,Court Services and Offender Supervision Agency,2024,0,0,NULL
Tennessee,Delta Regional Authority,2018,2665000,NULL,NULL
Tennessee,Delta Regional Authority,2019,1154467,2665000,-56.680412
Tennessee,Delta Regional Authority,2020,3215385,1154467,178.516839
Tennessee,Delta Regional Authority,2022,1260376,3215385,-60.801708
Tennessee,Delta Regional Authority,2023,2774388,1260376,120.123836
Tennessee,Delta Regional Authority,2024,5200979.95,2774388,87.464044
Tennessee,Delta Regional Authority,2025,2143086.36,5200979.95,-58.794566
Tennessee,Department of Agriculture,2024,59333,NULL,NULL
Tennessee,Department of Education,2018,1465318215,NULL,NULL
Tennessee,Department of Education,2019,1412770859,1465318215,-3.586071
Tennessee,Department of Education,2020,2038928110,1412770859,44.321217
Tennessee,Department of Education,2021,6517540156,2038928110,219.65522
Tennessee,Department of Education,2022,1613154882,6517540156,-75.249022
Tennessee,Department of Education,2023,1648395295,1613154882,2.184564
Tennessee,Department of Education,2024,1833672526,1648395295,11.239854
Tennessee,Department of Education,2025,1879777378,1833672526,2.514344
Tennessee,Department of Energy,2018,5461889566,NULL,NULL
Tennessee,Department of Energy,2019,5561262919,5461889566,1.819395
Tennessee,Department of Energy,2020,6246587974,5561262919,12.323191
Tennessee,Department of Energy,2021,5880165075,6246587974,-5.865968
Tennessee,Department of Energy,2022,7015601306,5880165075,19.309597
Tennessee,Department of Energy,2023,7523933735,7015601306,7.245742
Tennessee,Department of Energy,2024,7703546636,7523933735,2.38722
Tennessee,Department of Energy,2025,6911666354,7703546636,-10.279424
Tennessee,Department of Homeland Security,2018,556142,NULL,NULL
Tennessee,Department of Homeland Security,2019,1546130,556142,178.009932
Tennessee,Department of Housing and Urban Development,2018,8884.2,NULL,NULL
Tennessee,Department of Housing and Urban Development,2019,0,8884.2,-100
Tennessee,Department of Housing and Urban Development,2020,23431.34,0,NULL
Tennessee,Department of Housing and Urban Development,2021,10219.13,23431.34,-56.386915
Tennessee,Department of Housing and Urban Development,2022,0,10219.13,-100
Tennessee,Department of Housing and Urban Development,2023,2351337.58,0,NULL
Tennessee,Department of Housing and Urban Development,2024,1210422,2351337.58,-48.521981
Tennessee,Department of Housing and Urban Development,2025,2332240,1210422,92.679908
Tennessee,Department of State,2018,0,NULL,NULL
Tennessee,Department of State,2019,825453.5,0,NULL
Tennessee,Department of State,2020,111634.56,825453.5,-86.475972
Tennessee,Department of State,2021,378528.38,111634.56,239.078131
Tennessee,Department of State,2022,137227.4,378528.38,-63.74713
Tennessee,Department of State,2023,4151967.06,137227.4,2925.610818
Tennessee,Department of State,2024,45516.09,4151967.06,-98.903746
Tennessee,Department of State,2025,72397.68,45516.09,59.059532
Tennessee,Department of Veterans Affairs,2018,366262582.8,NULL,NULL
Tennessee,Department of Veterans Affairs,2019,318110215.3,366262582.8,-13.146952
Tennessee,Department of Veterans Affairs,2020,401842185.1,318110215.3,26.321685
Tennessee,Department of Veterans Affairs,2021,484560551.9,401842185.1,20.584789
Tennessee,Department of Veterans Affairs,2022,510908854.4,484560551.9,5.437566
Tennessee,Department of Veterans Affairs,2023,507016768.6,510908854.4,-0.761796
Tennessee,Department of Veterans Affairs,2024,459588188.2,507016768.6,-9.35444
Tennessee,Department of Veterans Affairs,2025,599909498.9,459588188.2,30.531966
Tennessee,Election Assistance Commission,2018,7565418,NULL,NULL
Tennessee,Election Assistance Commission,2020,16494281,7565418,118.02207
Tennessee,Election Assistance Commission,2022,640353.8,16494281,-96.117722
Tennessee,Election Assistance Commission,2023,1327148,640353.8,107.252303
Tennessee,Election Assistance Commission,2024,1000000,1327148,-24.650453
Tennessee,Environmental Protection Agency,2018,65835090.22,NULL,NULL
Tennessee,Environmental Protection Agency,2019,75005418.25,65835090.22,13.92924
Tennessee,Environmental Protection Agency,2020,92300107.69,75005418.25,23.05792
Tennessee,Environmental Protection Agency,2021,83841538.03,92300107.69,-9.164203
Tennessee,Environmental Protection Agency,2022,178647750.4,83841538.03,113.077854
Tennessee,Environmental Protection Agency,2023,146583275.7,178647750.4,-17.948434
Tennessee,Environmental Protection Agency,2024,445536874.5,146583275.7,203.947958
Tennessee,Environmental Protection Agency,2025,405070563.2,445536874.5,-9.082595
Tennessee,Equal Employment Opportunity Commission,2018,28314.4,NULL,NULL
Tennessee,Equal Employment Opportunity Commission,2019,25380,28314.4,-10.363631
Tennessee,Equal Employment Opportunity Commission,2020,0,25380,-100
Tennessee,Equal Employment Opportunity Commission,2021,290955,0,NULL
Tennessee,Equal Employment Opportunity Commission,2022,197037.47,290955,-32.279056
Tennessee,Equal Employment Opportunity Commission,2023,299612.62,197037.47,52.058702
Tennessee,Equal Employment Opportunity Commission,2024,132818.51,299612.62,-55.669921
Tennessee,Equal Employment Opportunity Commission,2025,79830,132818.51,-39.895425
Tennessee,Executive Office of the President,2025,305971,NULL,NULL
Tennessee,Export-Import Bank of the United States,2018,0,NULL,NULL
Tennessee,Export-Import Bank of the United States,2019,0,0,NULL
Tennessee,Export-Import Bank of the United States,2020,0,0,NULL
Tennessee,Export-Import Bank of the United States,2021,0,0,NULL
Tennessee,Export-Import Bank of the United States,2022,0,0,NULL
Tennessee,Export-Import Bank of the United States,2023,0,0,NULL
Tennessee,Export-Import Bank of the United States,2024,0,0,NULL
Tennessee,Export-Import Bank of the United States,2025,0,0,NULL
Tennessee,Federal Communications Commission,2020,591971733.3,NULL,NULL
Tennessee,Federal Communications Commission,2021,137047619.1,591971733.3,-76.848958
Tennessee,Federal Communications Commission,2022,466149830,137047619.1,240.137123
Tennessee,Federal Communications Commission,2023,233298732.5,466149830,-49.951985
Tennessee,Federal Communications Commission,2024,346002685,233298732.5,48.308857
Tennessee,Federal Communications Commission,2025,195450403,346002685,-43.511882
Tennessee,Federal Trade Commission,2019,66100,NULL,NULL
Tennessee,Federal Trade Commission,2020,36325,66100,-45.045385
Tennessee,Federal Trade Commission,2021,0,36325,-100
Tennessee,Federal Trade Commission,2022,111370,0,NULL
Tennessee,Federal Trade Commission,2023,260050,111370,133.500942
Tennessee,Federal Trade Commission,2024,0,260050,-100
Tennessee,Federal Trade Commission,2025,91000,0,NULL
Tennessee,Institute of Museum and Library Services,2019,4196717.63,NULL,NULL
Tennessee,Institute of Museum and Library Services,2020,5928861.34,4196717.63,41.273773
Tennessee,Institute of Museum and Library Services,2021,9172782.89,5928861.34,54.714073
Tennessee,Institute of Museum and Library Services,2022,5146765.18,9172782.89,-43.890908
Tennessee,Institute of Museum and Library Services,2023,4690152,5146765.18,-8.871847
Tennessee,Institute of Museum and Library Services,2024,4674229.22,4690152,-0.339493
Tennessee,Institute of Museum and Library Services,2025,4084952.08,4674229.22,-12.606937
